id,bim360_account_id,bim360_project_id,mapped_item_type,mapped_item_id,title,description,data_type,order,is_required,created_at,created_by,updated_at,updated_by
d1cb56de-c082-405c-b5bf-82a4f2969cea,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,issueSubtype,bf5738fa-e37c-4514-8c38-1c0024efabc1,AI Created,Has this issue been created by an AI tool.,list,0,f,2025-02-12 01:51:22.152,7VZ2Q8PTMR3E7H96,2025-02-12 01:51:22.152,7VZ2Q8PTMR3E7H96
052bf9e5-f73f-4726-baa0-153a834737d1,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,issueSubtype,1d55bd6e-d814-465a-819b-d634b55a699b,AI Created,Has this issue been created by an AI tool.,list,0,f,2025-02-12 01:51:36.908,7VZ2Q8PTMR3E7H96,2025-02-12 01:51:36.908,7VZ2Q8PTMR3E7H96
