rfi_id,bim360_account_id,bim360_project_id,user_id,type
001c0fdf-cc11-4687-bfa9-f716c4b74821,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,7VZ2Q8PTMR3E7H96,user
4d9a66b8-08e7-4b0f-bf78-ce4e8ae9f7ad,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,7VZ2Q8PTMR3E7H96,user
53bab9c3-4458-4e38-84b5-1735ea92d546,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,7VZ2Q8PTMR3E7H96,user
6410951d-ed87-48cb-b18a-684982110087,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,8KW28HCBRLZC8X4K,user
6410951d-ed87-48cb-b18a-684982110087,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,7VZ2Q8PTMR3E7H96,user
9585e512-3584-4ebd-a12c-4e8c01d76e54,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,7VZ2Q8PTMR3E7H96,user
f7e70b90-583b-494e-857f-4fd2b2e97041,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,8KW28HCBRLZC8X4K,user
