change_order_id,bim360_account_id,bim360_project_id,name,built_in,position,property_definition_id,type,value
5c6f811f-2b0c-41b4-ae65-d8c22caea647,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,Source Ref,t,1,08406b30-a27b-11ed-98c9-8fd9fca9a825,text,""
