id,bim360_account_id,bim360_project_id,name,created_at,updated_at
b3fd5f58-86ed-411c-a68f-05d8257311b2,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,Default,2022-08-24 01:58:21.544,2022-08-24 01:58:21.544
