id,bim360_account_id,bim360_project_id,name,type,version_number,is_public,created_by,updated_by,created_at,updated_at
7e19db82-c0a4-42a6-a316-110e8e4017c4,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,b4ubuild_sample_07,MPP,1,t,7VZ2Q8PTMR3E7H96,7VZ2Q8PTMR3E7H96,2024-03-07 00:57:08.561,2024-03-07 00:57:08.561
