id,rfi_id,bim360_account_id,bim360_project_id,content,updated_by,created_by,on_behalf,status,created_at,updated_at,deleted_at,state
3b39abe8-f2cd-4470-8a71-f89ab1d73d36,9585e512-3584-4ebd-a12c-4e8c01d76e54,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,The overall power requirement is now 12kW. Additional Solar will be needed to meet full demand. Refer to electrical specification for acceptable products.,,7VZ2Q8PTMR3E7H96,,answered,2025-01-21 04:12:09.153,2025-01-21 04:12:09.154,,submitted
