id,version,bim360_account_id,bim360_project_id,model_lineage_urn,created_at,created_by,updated_at,updated_by,deleted_at,deleted_by
abe8dd5b-dbde-4220-9162-182e8a426fda,12737,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,urn:adsk.wipprod:dm.lineage:K0rEQEIlSj-d8oOKrdIYxw,2024-03-06 02:51:38.036,7VZ2Q8PTMR3E7H96,2024-03-06 02:51:38.036,7VZ2Q8PTMR3E7H96,,
