bim360_project_id,bim360_account_id,user_id,status,company_id,access_level,created_at,updated_at
af8b83a7-47eb-4049-9275-c86b659a4b79,60844ec8-1755-47a1-a106-1cc9a6c26e18,a7f28d6e-9093-4165-a8b9-29170767bd94,active,2feb2110-3f91-497f-97b8-db979a32dc81,project_admin,2025-07-25 02:39:33.551,2025-07-25 11:10:46.146
af8b83a7-47eb-4049-9275-c86b659a4b79,60844ec8-1755-47a1-a106-1cc9a6c26e18,183aeaa6-2336-4646-b4a7-7548e39b30f7,active,489f5b8c-da63-4673-b367-df41b9df4478,project_admin,2022-08-24 01:58:11.863,2025-12-12 01:34:26.971
af8b83a7-47eb-4049-9275-c86b659a4b79,60844ec8-1755-47a1-a106-1cc9a6c26e18,17cbf5f3-2c27-476d-b45d-a0600d70eef7,active,489f5b8c-da63-4673-b367-df41b9df4478,project_admin,2025-04-03 07:27:10.72,2025-12-12 01:34:31.501
