bim360_account_id,company_oxygen_id,project_id,user_id
60844ec8-1755-47a1-a106-1cc9a6c26e18,2feb2110-3f91-497f-97b8-db979a32dc81,af8b83a7-47eb-4049-9275-c86b659a4b79,a7f28d6e-9093-4165-a8b9-29170767bd94
60844ec8-1755-47a1-a106-1cc9a6c26e18,489f5b8c-da63-4673-b367-df41b9df4478,af8b83a7-47eb-4049-9275-c86b659a4b79,183aeaa6-2336-4646-b4a7-7548e39b30f7
60844ec8-1755-47a1-a106-1cc9a6c26e18,489f5b8c-da63-4673-b367-df41b9df4478,af8b83a7-47eb-4049-9275-c86b659a4b79,17cbf5f3-2c27-476d-b45d-a0600d70eef7
