id,sequence_id,instance_id,bim360_account_id,bim360_project_id,workflow_id,step_id,step_name,step_display_name
ad9f9300-0dd4-4fc1-9466-eb9f0d1903b2,2,f9f15019-4540-4a65-9eac-853a2a2f1564,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,fb3abc2f-13d8-4c92-8074-2b26cfaca407,Lane_563MHSeJTh,Initiator,Initial Review
ad9f9300-0dd4-4fc1-9466-eb9f0d1903b2,2,f9f15019-4540-4a65-9eac-853a2a2f1564,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,fb3abc2f-13d8-4c92-8074-2b26cfaca407,Lane_iODi9nLrpn,Approver,Final Review
48a02581-7d06-4c9e-9848-f8f395a1782a,1,71140113-7013-40d1-86ee-d95facaa2406,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,fb3abc2f-13d8-4c92-8074-2b26cfaca407,Lane_563MHSeJTh,Initiator,Initial Review
48a02581-7d06-4c9e-9848-f8f395a1782a,1,71140113-7013-40d1-86ee-d95facaa2406,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,fb3abc2f-13d8-4c92-8074-2b26cfaca407,Lane_iODi9nLrpn,Approver,Final Review
