comment_id,bim360_account_id,bim360_project_id,issue_id,comment_body,created_by,created_at
a71c0de2-e544-494b-943f-36f8bb6132ad,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,d8aeec93-662e-4dd9-a0f2-d86b4c8c5ede,"@{""type"": ""user"", ""id"": ""7VZ2Q8PTMR3E7H96"", ""name"": ""Anthony Sertorio""} please close out",7VZ2Q8PTMR3E7H96,2025-12-11 06:57:00.239
41c348a4-3114-4ad7-8eda-2c287ce696e2,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,d8aeec93-662e-4dd9-a0f2-d86b4c8c5ede,"@{""type"": ""user"", ""id"": ""7VZ2Q8PTMR3E7H96"", ""name"": ""Anthony Sertorio""} hello",7VZ2Q8PTMR3E7H96,2025-12-11 06:59:37.622
90b49d24-fde7-42a9-b5b2-570af23b46f6,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,d8aeec93-662e-4dd9-a0f2-d86b4c8c5ede,"@{""type"": ""company"", ""id"": ""205081316"", ""name"": ""Anthony Sertorio""} hello",7VZ2Q8PTMR3E7H96,2025-12-11 07:01:50.578
395a1df2-cb6d-4d0e-a596-4c98edb68ed7,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,70c6c25a-4e78-4bed-a64a-00eab9dd52c5,"Multiple elevator shafts on this floor plan do not have identifying labels. All elevators require clear designations (e.g., A, B, C, Stair 1, Stair 2, etc.) for proper coordination and construction documentation.",7VZ2Q8PTMR3E7H96,2025-12-31 09:08:38.811
