id,rfi_id,bim360_account_id,bim360_project_id,oxygen_id,type,created_at,updated_at,deleted_at
0ebe0139-11aa-4dd6-8b55-d350442ff8e0,53bab9c3-4458-4e38-84b5-1735ea92d546,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,7VZ2Q8PTMR3E7H96,user,2024-08-15 01:51:03.492,2024-08-15 01:51:03.492,
66f1e6e5-f24c-49a8-9d0e-c1897f912245,10b4ec58-1279-4886-a184-830d12c20eba,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,7VZ2Q8PTMR3E7H96,user,2025-01-17 05:54:52.361,2025-01-17 05:54:52.361,
aea16952-363b-4218-81bc-a2a2806167ca,9585e512-3584-4ebd-a12c-4e8c01d76e54,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,7VZ2Q8PTMR3E7H96,user,2025-01-21 04:19:36.477,2025-01-21 04:19:36.477,
32d23509-0562-489c-b4cd-a835456ae16b,6410951d-ed87-48cb-b18a-684982110087,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,8KW28HCBRLZC8X4K,user,2025-05-29 04:25:39.532,2025-05-29 04:25:39.532,
dea64f2f-0d0d-4a5a-9fce-fb945c09ad84,6410951d-ed87-48cb-b18a-684982110087,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,7VZ2Q8PTMR3E7H96,user,2025-05-29 04:25:39.532,2025-05-29 04:25:39.532,
3f1a90e1-32e0-42f5-b6c9-6e3cd025d8d3,001c0fdf-cc11-4687-bfa9-f716c4b74821,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,7VZ2Q8PTMR3E7H96,user,2024-11-30 11:27:16.037,2024-11-30 11:27:16.037,
d7480cb5-fe01-4d0a-936a-501bfc0761d2,4d9a66b8-08e7-4b0f-bf78-ce4e8ae9f7ad,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,7VZ2Q8PTMR3E7H96,user,2024-11-30 11:28:07.52,2024-11-30 11:28:07.52,
4923afd9-d480-4340-97dc-fe0a1482fb78,f7e70b90-583b-494e-857f-4fd2b2e97041,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,8KW28HCBRLZC8X4K,user,2025-10-10 06:40:31.375,2025-10-10 06:40:31.375,
