id,bim360_account_id,bim360_project_id,number,name,description,creator_id,owner_id,changed_by,contract_id,form_type,markup_formula_id,applied_by,applied_at,budget_status,cost_status,scope_of_work,note,created_at,updated_at,type,schedule_change,integration_state,integration_state_changed_by,integration_state_changed_at,external_id,external_system,message,last_sync_time,proposed_revised_completion_date,source_type,approved_at,status_changed_at,main_contract_id,quantity,unit,estimated,proposed,submitted,approved,committed,compliance_status
5c6f811f-2b0c-41b4-ae65-d8c22caea647,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,0001,Extra Solar Panels,"#Automatic_Relationships
The following issues have been automatically referenced. Please review

Issue 98: Not Enough Solar Panels

RFI: Building Power Requirements",7VZ2Q8PTMR3E7H96,7VZ2Q8PTMR3E7H96,7VZ2Q8PTMR3E7H96,,pco,,,,draft,draft,,,2025-01-21 04:55:30.56,2025-01-21 04:57:02.463,,,,,,,,,,,,,2025-01-21 04:55:30.575,,1,nr,,,,,,notApplicable
