id,bim360_account_id,bim360_project_id,name,wf_type
9c39eb1b-7b54-485c-af9f-d5327a8a7284,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,Default RFI workflow,reviewer_only
