project_id,bim360_account_id,user_id,role_id,created_at
af8b83a7-47eb-4049-9275-c86b659a4b79,60844ec8-1755-47a1-a106-1cc9a6c26e18,a7f28d6e-9093-4165-a8b9-29170767bd94,fd353d26-3331-4e24-a063-8185d700e976,2025-07-25 02:39:33.551
af8b83a7-47eb-4049-9275-c86b659a4b79,60844ec8-1755-47a1-a106-1cc9a6c26e18,a7f28d6e-9093-4165-a8b9-29170767bd94,f026d2cb-7f59-4bb0-b83e-444e9bf2be4e,2025-07-25 02:39:33.551
af8b83a7-47eb-4049-9275-c86b659a4b79,60844ec8-1755-47a1-a106-1cc9a6c26e18,a7f28d6e-9093-4165-a8b9-29170767bd94,0c12f5af-00f6-4cea-9b11-6487c023acfb,2025-07-25 02:39:33.551
af8b83a7-47eb-4049-9275-c86b659a4b79,60844ec8-1755-47a1-a106-1cc9a6c26e18,a7f28d6e-9093-4165-a8b9-29170767bd94,f22fd1bf-2229-433c-8cf0-cc396c5db959,2025-07-25 02:39:33.551
af8b83a7-47eb-4049-9275-c86b659a4b79,60844ec8-1755-47a1-a106-1cc9a6c26e18,a7f28d6e-9093-4165-a8b9-29170767bd94,8cb9cc37-7298-4914-9b1e-bee55ece86f2,2025-07-25 02:39:33.551
af8b83a7-47eb-4049-9275-c86b659a4b79,60844ec8-1755-47a1-a106-1cc9a6c26e18,a7f28d6e-9093-4165-a8b9-29170767bd94,5d1c6bc2-39ed-467e-81fc-14de603fb200,2025-07-25 02:39:33.551
af8b83a7-47eb-4049-9275-c86b659a4b79,60844ec8-1755-47a1-a106-1cc9a6c26e18,a7f28d6e-9093-4165-a8b9-29170767bd94,c54a93a1-fffe-4d7c-b2b6-292556e6453b,2025-07-25 02:39:33.551
af8b83a7-47eb-4049-9275-c86b659a4b79,60844ec8-1755-47a1-a106-1cc9a6c26e18,a7f28d6e-9093-4165-a8b9-29170767bd94,1c32f585-7572-46d4-98c3-7bbb882c4945,2025-07-25 02:39:33.551
af8b83a7-47eb-4049-9275-c86b659a4b79,60844ec8-1755-47a1-a106-1cc9a6c26e18,a7f28d6e-9093-4165-a8b9-29170767bd94,791cfac0-95a4-4f7e-9ad3-9e3fd1097b8f,2025-07-25 02:39:33.551
af8b83a7-47eb-4049-9275-c86b659a4b79,60844ec8-1755-47a1-a106-1cc9a6c26e18,a7f28d6e-9093-4165-a8b9-29170767bd94,edc2c259-4c62-4b3b-9e6e-fcb6aa3cdf4c,2025-07-25 02:39:33.551
af8b83a7-47eb-4049-9275-c86b659a4b79,60844ec8-1755-47a1-a106-1cc9a6c26e18,a7f28d6e-9093-4165-a8b9-29170767bd94,775b6dea-7ae3-4e33-81b7-52c425b2221a,2025-07-25 02:39:33.551
af8b83a7-47eb-4049-9275-c86b659a4b79,60844ec8-1755-47a1-a106-1cc9a6c26e18,a7f28d6e-9093-4165-a8b9-29170767bd94,279ad8d9-cb6e-486a-af45-e7eff26126ad,2025-07-25 02:39:33.551
af8b83a7-47eb-4049-9275-c86b659a4b79,60844ec8-1755-47a1-a106-1cc9a6c26e18,a7f28d6e-9093-4165-a8b9-29170767bd94,f4dc22a3-9d2c-4a13-9d76-caef80016b68,2025-07-25 02:39:33.551
af8b83a7-47eb-4049-9275-c86b659a4b79,60844ec8-1755-47a1-a106-1cc9a6c26e18,183aeaa6-2336-4646-b4a7-7548e39b30f7,fd353d26-3331-4e24-a063-8185d700e976,2022-08-24 01:58:11.863
af8b83a7-47eb-4049-9275-c86b659a4b79,60844ec8-1755-47a1-a106-1cc9a6c26e18,183aeaa6-2336-4646-b4a7-7548e39b30f7,f026d2cb-7f59-4bb0-b83e-444e9bf2be4e,2022-08-24 01:58:11.863
af8b83a7-47eb-4049-9275-c86b659a4b79,60844ec8-1755-47a1-a106-1cc9a6c26e18,183aeaa6-2336-4646-b4a7-7548e39b30f7,0c12f5af-00f6-4cea-9b11-6487c023acfb,2022-08-24 01:58:11.863
af8b83a7-47eb-4049-9275-c86b659a4b79,60844ec8-1755-47a1-a106-1cc9a6c26e18,183aeaa6-2336-4646-b4a7-7548e39b30f7,f22fd1bf-2229-433c-8cf0-cc396c5db959,2022-08-24 01:58:11.863
af8b83a7-47eb-4049-9275-c86b659a4b79,60844ec8-1755-47a1-a106-1cc9a6c26e18,183aeaa6-2336-4646-b4a7-7548e39b30f7,8cb9cc37-7298-4914-9b1e-bee55ece86f2,2022-08-24 01:58:11.863
af8b83a7-47eb-4049-9275-c86b659a4b79,60844ec8-1755-47a1-a106-1cc9a6c26e18,183aeaa6-2336-4646-b4a7-7548e39b30f7,5d1c6bc2-39ed-467e-81fc-14de603fb200,2022-08-24 01:58:11.863
af8b83a7-47eb-4049-9275-c86b659a4b79,60844ec8-1755-47a1-a106-1cc9a6c26e18,183aeaa6-2336-4646-b4a7-7548e39b30f7,c54a93a1-fffe-4d7c-b2b6-292556e6453b,2022-08-24 01:58:11.863
af8b83a7-47eb-4049-9275-c86b659a4b79,60844ec8-1755-47a1-a106-1cc9a6c26e18,183aeaa6-2336-4646-b4a7-7548e39b30f7,1c32f585-7572-46d4-98c3-7bbb882c4945,2022-08-24 01:58:11.863
af8b83a7-47eb-4049-9275-c86b659a4b79,60844ec8-1755-47a1-a106-1cc9a6c26e18,183aeaa6-2336-4646-b4a7-7548e39b30f7,791cfac0-95a4-4f7e-9ad3-9e3fd1097b8f,2022-08-24 01:58:11.863
af8b83a7-47eb-4049-9275-c86b659a4b79,60844ec8-1755-47a1-a106-1cc9a6c26e18,183aeaa6-2336-4646-b4a7-7548e39b30f7,edc2c259-4c62-4b3b-9e6e-fcb6aa3cdf4c,2022-08-24 01:58:11.863
af8b83a7-47eb-4049-9275-c86b659a4b79,60844ec8-1755-47a1-a106-1cc9a6c26e18,183aeaa6-2336-4646-b4a7-7548e39b30f7,775b6dea-7ae3-4e33-81b7-52c425b2221a,2022-08-24 01:58:11.863
af8b83a7-47eb-4049-9275-c86b659a4b79,60844ec8-1755-47a1-a106-1cc9a6c26e18,183aeaa6-2336-4646-b4a7-7548e39b30f7,279ad8d9-cb6e-486a-af45-e7eff26126ad,2022-08-24 01:58:11.863
af8b83a7-47eb-4049-9275-c86b659a4b79,60844ec8-1755-47a1-a106-1cc9a6c26e18,183aeaa6-2336-4646-b4a7-7548e39b30f7,f4dc22a3-9d2c-4a13-9d76-caef80016b68,2022-08-24 01:58:11.863
af8b83a7-47eb-4049-9275-c86b659a4b79,60844ec8-1755-47a1-a106-1cc9a6c26e18,17cbf5f3-2c27-476d-b45d-a0600d70eef7,fd353d26-3331-4e24-a063-8185d700e976,2025-04-03 07:27:10.72
af8b83a7-47eb-4049-9275-c86b659a4b79,60844ec8-1755-47a1-a106-1cc9a6c26e18,17cbf5f3-2c27-476d-b45d-a0600d70eef7,f026d2cb-7f59-4bb0-b83e-444e9bf2be4e,2025-04-03 07:27:10.72
af8b83a7-47eb-4049-9275-c86b659a4b79,60844ec8-1755-47a1-a106-1cc9a6c26e18,17cbf5f3-2c27-476d-b45d-a0600d70eef7,0c12f5af-00f6-4cea-9b11-6487c023acfb,2025-04-03 07:27:10.72
af8b83a7-47eb-4049-9275-c86b659a4b79,60844ec8-1755-47a1-a106-1cc9a6c26e18,17cbf5f3-2c27-476d-b45d-a0600d70eef7,f22fd1bf-2229-433c-8cf0-cc396c5db959,2025-04-03 07:27:10.72
af8b83a7-47eb-4049-9275-c86b659a4b79,60844ec8-1755-47a1-a106-1cc9a6c26e18,17cbf5f3-2c27-476d-b45d-a0600d70eef7,8cb9cc37-7298-4914-9b1e-bee55ece86f2,2025-04-03 07:27:10.72
af8b83a7-47eb-4049-9275-c86b659a4b79,60844ec8-1755-47a1-a106-1cc9a6c26e18,17cbf5f3-2c27-476d-b45d-a0600d70eef7,5d1c6bc2-39ed-467e-81fc-14de603fb200,2025-04-03 07:27:10.72
af8b83a7-47eb-4049-9275-c86b659a4b79,60844ec8-1755-47a1-a106-1cc9a6c26e18,17cbf5f3-2c27-476d-b45d-a0600d70eef7,c54a93a1-fffe-4d7c-b2b6-292556e6453b,2025-04-03 07:27:10.72
af8b83a7-47eb-4049-9275-c86b659a4b79,60844ec8-1755-47a1-a106-1cc9a6c26e18,17cbf5f3-2c27-476d-b45d-a0600d70eef7,1c32f585-7572-46d4-98c3-7bbb882c4945,2025-04-03 07:27:10.72
af8b83a7-47eb-4049-9275-c86b659a4b79,60844ec8-1755-47a1-a106-1cc9a6c26e18,17cbf5f3-2c27-476d-b45d-a0600d70eef7,791cfac0-95a4-4f7e-9ad3-9e3fd1097b8f,2025-04-03 07:27:10.72
af8b83a7-47eb-4049-9275-c86b659a4b79,60844ec8-1755-47a1-a106-1cc9a6c26e18,17cbf5f3-2c27-476d-b45d-a0600d70eef7,edc2c259-4c62-4b3b-9e6e-fcb6aa3cdf4c,2025-04-03 07:27:10.72
af8b83a7-47eb-4049-9275-c86b659a4b79,60844ec8-1755-47a1-a106-1cc9a6c26e18,17cbf5f3-2c27-476d-b45d-a0600d70eef7,775b6dea-7ae3-4e33-81b7-52c425b2221a,2025-04-03 07:27:10.72
af8b83a7-47eb-4049-9275-c86b659a4b79,60844ec8-1755-47a1-a106-1cc9a6c26e18,17cbf5f3-2c27-476d-b45d-a0600d70eef7,279ad8d9-cb6e-486a-af45-e7eff26126ad,2025-04-03 07:27:10.72
af8b83a7-47eb-4049-9275-c86b659a4b79,60844ec8-1755-47a1-a106-1cc9a6c26e18,17cbf5f3-2c27-476d-b45d-a0600d70eef7,f4dc22a3-9d2c-4a13-9d76-caef80016b68,2025-04-03 07:27:10.72
