id,bim360_account_id,bim360_project_id,updated_by,updated_at,can_switch_type,sequence_type
4be532ba-a4b3-46bb-b564-49bf95c26a91,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,"",2023-10-27 10:14:41.358273,t,1
