updated_at,bim360_account_id,bim360_project_id,id,template_id,layout_uid
2024-08-31 02:56:35.873165,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,9dcec9ab-6af0-40ae-b286-903d0be6a38f,cba5eb1b-0fe3-4674-9f35-ebeaf89566b9,
2024-08-31 06:09:07.944144,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,a7e443ba-7e64-4efa-911c-eaea8e778350,7bab6dc3-064d-4004-9a33-98ea21c89c6b,
2024-12-11 10:45:44.861551,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,aafba9b2-d16b-4fee-90cd-e18c750c5c9e,,0cf4b681-030b-4f21-9e41-2ba530972a22
2024-12-11 11:52:48.858209,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,aede29c2-945a-49da-8877-fc7afdf84e24,aafba9b2-d16b-4fee-90cd-e18c750c5c9e,
2024-08-31 06:02:27.966267,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,af93c88b-ce8e-426c-881e-db86db512ce3,7bab6dc3-064d-4004-9a33-98ea21c89c6b,
2024-08-31 03:15:34.497835,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,b201ba03-9d00-4c71-bd5f-7c3471cdd915,cba5eb1b-0fe3-4674-9f35-ebeaf89566b9,
2024-08-31 06:26:40.733769,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,b461144f-d6b9-4b81-9aab-25c025424681,19582bf9-037d-41cd-9eb4-0ac6506f06f5,
2024-08-31 06:30:42.73101,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,b78830d4-a332-46bf-a731-764ace51b7e8,19582bf9-037d-41cd-9eb4-0ac6506f06f5,
2024-08-31 06:32:54.958478,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,b7dbbb4b-9b67-45ac-9e0c-9ed135c9ddcb,19582bf9-037d-41cd-9eb4-0ac6506f06f5,
2024-09-01 23:36:29.359703,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,ba2678e3-6445-4f8f-aaf6-13c4617b4fb7,3698e073-67bd-4f14-94af-155acabe1758,
2024-08-31 04:00:20.446817,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,bea4e8e5-a5b3-44cc-b0e6-f130e609918d,6b505249-6bfb-431c-923a-1e266325d5d3,
2024-08-31 06:18:34.922134,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,c341a172-7126-4a44-aaec-c667cba58058,7bab6dc3-064d-4004-9a33-98ea21c89c6b,
2024-12-09 06:00:26.145619,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,caed341b-655a-424f-825b-5d0f48231951,cd0207d0-a221-408d-b849-e0785bb0d4e6,
2024-08-29 08:02:02.878363,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,cba5eb1b-0fe3-4674-9f35-ebeaf89566b9,,dd69430a-4807-4e80-bf46-8e530e790d56
2023-10-26 22:00:56.153295,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,cd0207d0-a221-408d-b849-e0785bb0d4e6,,d8fffe65-44a2-4900-870b-3aca92216b1b
2024-12-11 20:48:14.703444,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,cf6f88f0-792d-439b-a2d7-901d1cc2c565,aafba9b2-d16b-4fee-90cd-e18c750c5c9e,
2024-08-29 08:01:01.877344,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,dba17fa1-3d93-47b3-9a92-2ba4f79bd1c5,,44694dda-3c54-495f-8269-8cdda40a76e5
2024-08-31 05:57:31.971708,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,e121d6b7-6192-4b9d-b69a-45aed2c7d527,7bab6dc3-064d-4004-9a33-98ea21c89c6b,
2025-01-17 09:43:38.870533,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,e1467e77-8bf6-4741-8f38-a98c80a442c7,,9a031ff3-94c3-418e-93b7-ab64d6d30953
2024-08-31 04:47:23.816169,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,e86ebaba-0c62-4272-9127-c222ef860c0e,7bab6dc3-064d-4004-9a33-98ea21c89c6b,
2024-08-31 04:31:34.363436,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,e895e00c-95c2-49d3-adea-dd285501c994,7bab6dc3-064d-4004-9a33-98ea21c89c6b,
2025-01-17 11:08:50.966088,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,edb80387-8d5f-48a6-a135-a719e14ccbff,aafba9b2-d16b-4fee-90cd-e18c750c5c9e,
2024-08-31 03:55:31.033767,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,f2187efc-6409-474b-9178-4b90ab81b9e3,,e6153bdb-d413-4307-8dd1-9f5c1d943ca0
2024-08-30 05:44:47.264311,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,f6ad7d43-9654-42aa-acf2-aea7b3b48587,cba5eb1b-0fe3-4674-9f35-ebeaf89566b9,
