updated_at,bim360_account_id,bim360_project_id,id,template_id,layout_uid
2024-08-29 08:44:56.781396,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,01c6d131-e38e-4be3-91e7-395b8fee9b20,cba5eb1b-0fe3-4674-9f35-ebeaf89566b9,
2025-01-18 04:30:59.180724,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,0950a393-f8ca-4ecc-9886-035484a695ff,aafba9b2-d16b-4fee-90cd-e18c750c5c9e,
2025-12-11 06:14:13.555866,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,0f35cae8-7117-4098-a5ff-d0f19a95be13,,95809fd0-2dda-4074-a278-48c012b3b675
2025-01-17 08:31:12.839957,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,18b65d3b-5cfe-477c-aa36-51f96c09fc12,95404ac7-5710-4d71-80a7-df1c2da9cd14,
2024-08-31 06:26:00.885133,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,19582bf9-037d-41cd-9eb4-0ac6506f06f5,,e61d5dfb-246a-44c7-a118-2f692f31f619
2025-04-01 03:46:56.050964,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,22256fde-615f-48c8-b3ca-e543b040ff04,3698e073-67bd-4f14-94af-155acabe1758,
2024-12-09 05:42:40.689202,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,2598ebbd-0995-40db-b16a-5fd1397586e6,cd0207d0-a221-408d-b849-e0785bb0d4e6,
2024-12-09 04:59:37.738192,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,27a57239-7c8c-4b58-95f4-2c221b4307df,529ee989-3438-43b7-8239-8f0d900e6cfa,
2025-04-01 02:48:04.031219,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,2a0d9929-0a9a-4f52-873b-b4ec39950f12,3698e073-67bd-4f14-94af-155acabe1758,
2024-08-31 06:15:06.662666,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,2b5599b9-cb54-4629-9ec2-fd9248793c56,7bab6dc3-064d-4004-9a33-98ea21c89c6b,
2024-08-31 06:40:13.664386,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,3698e073-67bd-4f14-94af-155acabe1758,,ae8ebc0a-442b-479b-a23b-fe4fbc7f8cc2
2024-08-31 04:40:01.529061,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,3fb2abb2-01c5-4de9-95e0-3dc4f8985fa3,7bab6dc3-064d-4004-9a33-98ea21c89c6b,
2024-08-31 06:00:01.49828,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,43052e8a-813d-4aeb-8850-7184a5a5b4d1,7bab6dc3-064d-4004-9a33-98ea21c89c6b,
2024-08-30 07:01:20.368626,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,49e1e443-9ea9-4318-953e-1b2f54acb377,cba5eb1b-0fe3-4674-9f35-ebeaf89566b9,
2024-12-17 04:00:11.468991,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,4abf48c4-a707-4a6b-a040-2d4a97c6a589,aafba9b2-d16b-4fee-90cd-e18c750c5c9e,
2024-09-03 03:41:42.770883,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,4cb922e9-b00a-4be2-92ba-5b815cbe6ff5,3698e073-67bd-4f14-94af-155acabe1758,
2024-12-11 10:46:16.969525,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,5036cf30-9287-4dee-9d96-60929e58175c,aafba9b2-d16b-4fee-90cd-e18c750c5c9e,
2024-12-09 04:52:30.354016,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,529ee989-3438-43b7-8239-8f0d900e6cfa,,14205b94-0ec9-450a-911e-de38aea4ba5e
2024-08-30 06:07:44.534118,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,5b3b3c34-1bfd-410f-ad12-66b8744e8410,cba5eb1b-0fe3-4674-9f35-ebeaf89566b9,
2024-12-18 09:44:38.528068,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,66be850b-4add-4eac-b974-b7d722d33297,aafba9b2-d16b-4fee-90cd-e18c750c5c9e,
2024-08-31 06:36:28.772426,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,67e33d1c-dcfe-4d3b-b297-eb954c49a461,19582bf9-037d-41cd-9eb4-0ac6506f06f5,
2024-12-09 04:55:28.773075,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,69794902-111e-4ef4-89c2-ba848d84cdfd,529ee989-3438-43b7-8239-8f0d900e6cfa,
2024-08-31 03:56:19.87265,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,6b505249-6bfb-431c-923a-1e266325d5d3,,37fdfdae-a923-4a9b-9871-8311314a732f
2024-08-31 03:57:37.23726,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,6ce10492-a1b5-4036-99bc-a6f3e66531c1,6b505249-6bfb-431c-923a-1e266325d5d3,
2023-10-15 21:45:14.992163,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,75af99f8-6484-e3eb-b219-7d91093e527e,cd0207d0-a221-408d-b849-e0785bb0d4e6,
2025-01-17 10:02:47.439362,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,77685f6c-4f11-4e2f-9a66-124872375ccc,e1467e77-8bf6-4741-8f38-a98c80a442c7,
2024-08-31 04:00:35.915098,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,7bab6dc3-064d-4004-9a33-98ea21c89c6b,,1c938581-9bf2-4a0f-ba6b-227c4a58c24d
2025-01-17 10:04:05.779502,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,7f0e1922-5893-4af1-a9d6-af0fea882bf2,e1467e77-8bf6-4741-8f38-a98c80a442c7,
2024-08-30 05:42:00.575035,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,86b0996f-59a0-48c0-b219-c33e57e30ec8,cba5eb1b-0fe3-4674-9f35-ebeaf89566b9,
2024-12-11 21:31:47.111701,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,8e3297a6-00c4-4426-a148-e1d8075e7197,aafba9b2-d16b-4fee-90cd-e18c750c5c9e,
2024-09-01 23:37:07.838438,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,8f5a7248-336a-4a28-9bd1-c75c80e3cd46,3698e073-67bd-4f14-94af-155acabe1758,
2024-12-09 07:08:48.07177,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,900b2b6e-33b9-4602-8b2e-5a46af4a7423,3698e073-67bd-4f14-94af-155acabe1758,
2024-09-01 23:35:50.599775,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,93346ade-f417-434e-a129-0f1334485329,3698e073-67bd-4f14-94af-155acabe1758,
2025-01-17 08:02:18.797636,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,95404ac7-5710-4d71-80a7-df1c2da9cd14,,fac5628c-18b0-4327-891d-46594added58
2024-08-30 05:23:24.974846,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,9955b64e-0d1c-4e41-acdf-28f7e06bb46c,cba5eb1b-0fe3-4674-9f35-ebeaf89566b9,
