attachment_id,bim360_account_id,bim360_project_id,issue_id,display_name,file_name,storage_urn,file_size,file_type,lineage_urn,version,version_urn,tip_version_urn,bubble_urn,created_at,created_by,deleted_at,deleted_by,updated_at,updated_by
72178e88-0b2c-4ba5-9d33-c84fd06867b1,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,353422d7-cb96-4de8-8a1a-921454294fb5,20251214_113555_1_photo.jpg,72178e88-0b2c-4ba5-9d33-c84fd06867b1.jpg,urn:adsk.objects:os.object:wip.dm.prod/0fbdbbed-4672-482c-8843-c4f74a868b37.jpg,548007,jpg,urn:adsk.wipprod:dm.lineage:gQRDY4eCSryTwwX2maly-Q,1,urn:adsk.wipprod:fs.file:vf.gQRDY4eCSryTwwX2maly-Q?version=1,urn:adsk.wipprod:fs.file:vf.gQRDY4eCSryTwwX2maly-Q?version=1,,2025-12-14 03:36:07.934,7VZ2Q8PTMR3E7H96,,,2025-12-14 03:36:07.934,7VZ2Q8PTMR3E7H96
