bim360_account_id,bim360_project_id,id,identifier,title,created_at,created_by,updated_at,updated_by
60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,2eb7cba4-2ba6-4e79-afa2-48500c6ad804,1,Structure,2025-12-14 23:49:28.084052,7VZ2Q8PTMR3E7H96,2025-12-14 23:49:37.295795,7VZ2Q8PTMR3E7H96
