project_id,company_id,bim360_account_id,company_oxygen_id
af8b83a7-47eb-4049-9275-c86b659a4b79,2feb2110-3f91-497f-97b8-db979a32dc81,60844ec8-1755-47a1-a106-1cc9a6c26e18,205081316
af8b83a7-47eb-4049-9275-c86b659a4b79,489f5b8c-da63-4673-b367-df41b9df4478,60844ec8-1755-47a1-a106-1cc9a6c26e18,643946089
