id,schedule_id,bim360_account_id,bim360_project_id,source_unique_id,target_unique_id,type,created_at,updated_at
78c32bb3-f426-492b-b7be-63c6e6dc0a70,7e19db82-c0a4-42a6-a316-110e8e4017c4,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,262,276,FINISH_START,2024-03-07 00:57:15.409,2024-03-07 00:57:15.409
e3dab619-e5aa-4c63-85ed-cb9bda8e54f9,7e19db82-c0a4-42a6-a316-110e8e4017c4,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,12,147,FINISH_START,2024-03-07 00:57:15.409,2024-03-07 00:57:15.409
273abaeb-5f11-4284-86ac-48923bc09250,7e19db82-c0a4-42a6-a316-110e8e4017c4,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,15,14,FINISH_START,2024-03-07 00:57:15.409,2024-03-07 00:57:15.409
e5dd5098-dbe8-4762-b58a-92c08312040b,7e19db82-c0a4-42a6-a316-110e8e4017c4,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,293,13,FINISH_START,2024-03-07 00:57:15.409,2024-03-07 00:57:15.409
44fc0fd6-30d6-4a4e-9f91-a6ff70e79509,7e19db82-c0a4-42a6-a316-110e8e4017c4,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,15,153,FINISH_START,2024-03-07 00:57:15.409,2024-03-07 00:57:15.409
7e5aecb2-b193-462b-a70f-fcfabc894d86,7e19db82-c0a4-42a6-a316-110e8e4017c4,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,19,281,FINISH_START,2024-03-07 00:57:15.409,2024-03-07 00:57:15.409
4ec3a079-389a-4273-a583-0c61485291f8,7e19db82-c0a4-42a6-a316-110e8e4017c4,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,33,36,FINISH_START,2024-03-07 00:57:15.409,2024-03-07 00:57:15.409
f2133b22-1868-4b89-8110-a89d3f0304ed,7e19db82-c0a4-42a6-a316-110e8e4017c4,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,23,24,FINISH_START,2024-03-07 00:57:15.409,2024-03-07 00:57:15.409
23b9992f-f62e-4270-a1ef-d5475d92c609,7e19db82-c0a4-42a6-a316-110e8e4017c4,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,11,15,FINISH_START,2024-03-07 00:57:15.409,2024-03-07 00:57:15.409
380d68e1-d099-469c-b80c-9f5338e20dfe,7e19db82-c0a4-42a6-a316-110e8e4017c4,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,11,13,FINISH_START,2024-03-07 00:57:15.409,2024-03-07 00:57:15.409
25478fe3-cc0c-45d4-89a0-cfdac2d7f829,7e19db82-c0a4-42a6-a316-110e8e4017c4,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,13,15,FINISH_START,2024-03-07 00:57:15.409,2024-03-07 00:57:15.409
