id,bim360_account_id,bim360_project_id,seq_id,project_id,photo_id,tag_name,tag_type,created_at,creator_id,deleted_at,deleter_id,model_version
259144786,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,260403399,af8b83a7-47eb-4049-9275-c86b659a4b79,3de7a9f7-5939-434e-b84b-483dc091af57,ceiling framing,ml,2024-11-19 09:28:33.144904,autotag,,,3
259144787,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,260403398,af8b83a7-47eb-4049-9275-c86b659a4b79,3de7a9f7-5939-434e-b84b-483dc091af57,framing,ml,2024-11-19 09:28:33.144904,autotag,,,3
259150082,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,260408695,af8b83a7-47eb-4049-9275-c86b659a4b79,19f1bbff-0f01-4c42-b742-c3822ebed56f,pavement,ml,2024-11-19 09:49:43.180376,autotag,,,3
103751519,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,104899832,af8b83a7-47eb-4049-9275-c86b659a4b79,2f2fc5f8-3377-4b85-8c82-adb40de40c51,steel structure,ml,2023-10-09 03:34:36.196687,autotag,,,3
