id,version,bim360_account_id,bim360_project_id,name,description,category_uid,status_id,created_at,created_by,updated_at,updated_by,deleted_at,deleted_by
48b39006-4b1c-4f36-9efd-e0f7b744e339,2229,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,Mech 1,,59abd8be-1af8-4fd2-a31e-1a3241cc2d32,ea30814f-bda5-4fc4-83b8-5b4e064fa88d,2024-08-16 05:04:25.741,7VZ2Q8PTMR3E7H96,2024-08-16 05:04:25.741,7VZ2Q8PTMR3E7H96,,
