id,bim360_account_id,bim360_project_id,item_id,participant_id,non_member_participant_id,created_at,updated_at,deleted_at
3a8d5549-d84e-40d3-afd3-fb7505c26906,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,8a08bafc-0888-4ff9-8a33-56351fd83ce0,e9d65c27-b941-45ee-9c36-da2368224391,,2023-10-03 02:15:55,2023-10-03 02:15:55,
4db81e22-99a3-4d8c-b748-7cdb5cb99bb1,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,f049323f-0ace-4316-bb07-c20feb82c2c5,5ebbfbe7-0eed-4ac8-ad89-cc43bd80325c,,2025-07-14 04:13:21,2025-07-14 04:13:21,
