id,workflow_transmittal_id,bim360_account_id,bim360_project_id,urn,file_name,version_number,revision_number,parent_folder_urn,last_modified_time,last_modified_user_id,last_modified_user_name,created_at,updated_at
9c9e48f9-2508-4dbe-ae85-74a0f1d3a69f,54451560-464c-4029-a9ad-1a40d61be56e,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,64PnRVT3RLONHZSnCTO_cg,rst_basic_sample_project.rvt,2,2,urn:adsk.wipprod:fs.folder:co.2LhCRVlASJGVQfybT_p98w,2023-10-04 06:43:22,7VZ2Q8PTMR3E7H96,Anthony Sertorio,2025-12-14 23:19:34.192,2025-12-14 23:19:34.192
aca020c3-c20c-4cd2-90aa-11e418b8659f,451cbf7c-130e-4dd7-8c1e-39f49e9c97f2,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,Rf1u15PrQxeZbaX4nmuM9A,A000 - ARCHITECTURAL - COVER SHEET - OFFICE.pdf,1,1,urn:adsk.wipprod:fs.folder:co.DJJpzp1XSXurJ_1E_9mMjg,2024-07-25 07:59:53,7VZ2Q8PTMR3E7H96,Anthony Sertorio,2025-12-14 23:37:48.142,2025-12-14 23:37:48.142
