id,bim360_account_id,name,start_date,end_date,type,value,currency,status,job_number,address_line1,address_line2,city,state_or_province,postal_code,country,timezone,construction_type,contract_type,business_unit_id,last_sign_in,created_at,acc_project,latitude,longitude,updated_at,status_reason,total_member_size,total_company_size,classification
af8b83a7-47eb-4049-9275-c86b659a4b79,60844ec8-1755-47a1-a106-1cc9a6c26e18,Perth Redevelopment,2022-06-01 00:00:00,2029-12-31 00:00:00,Harbor / River Development,0,USD,active,,Saint Georges Terrace,,Perth,WA,6000,AU,Australia/Perth,,,,,2022-08-24 01:58:03.615,t,-31.9558525,115.855721,2022-08-24 01:58:09.586,,3,2,production
