attribute_mappings_id,bim360_account_id,bim360_project_id,list_id,list_value
d1cb56de-c082-405c-b5bf-82a4f2969cea,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,11b84ff7-cd2e-4340-9b5b-7a2c82129cc6,Yes
d1cb56de-c082-405c-b5bf-82a4f2969cea,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,0f832d8e-235b-4e68-9bad-99eb89bacd51,No
052bf9e5-f73f-4726-baa0-153a834737d1,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,11b84ff7-cd2e-4340-9b5b-7a2c82129cc6,Yes
052bf9e5-f73f-4726-baa0-153a834737d1,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,0f832d8e-235b-4e68-9bad-99eb89bacd51,No
