id,bim360_account_id,bim360_project_id,template_id,created_at,updated_at
8525bdb5-11a1-4215-bf6a-01d071778f3f,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,3a6de604-2350-11ed-9d65-0e409ca45205,2022-08-24 01:58:20.394553,2022-08-24 01:58:20.394553
